id,src_len,source,reference,hypothesis,bleu
323,13,"Es ist eine Schande , denn wir leben in einer neidvollen Zeit .","And it 's a pity , because we live in envious times .",it 's a shame because we live in a . .,29.25
324,9,"Wir leben in einer "" eifersuchts-anfälligen "" Zeit .",We live in jealous times .,"we live in a "" gay . """,12.22
325,20,"Wir sind doch alle gute Bürger der sozialen Medien , bei denen die Währung Neid ist . Stimmt 's ?","I mean , we 're all good citizens of social media , are n't we , where the currency is envy ?",we 're all good news of social media where the currency is . right ?,25.95
326,13,Zeigt uns der Roman den Ausweg ? Ich bin mir nicht sicher .,Does the novel show us a way out ? I 'm not sure .,show us the novel ? i ' m not sure .,16.14
327,23,"Tun wir doch das , was Charaktere tun , wenn sie nicht sicher sind , wenn sie im Besitz eines Rätsels sind .","So let 's do what characters always do when they 're not sure , when they are in possession of a mystery .",we do what we do when they 're not secure when they 're in a human . .,20.98
328,12,Gehen wir zur 221B Baker Street und fragen nach Sherlock Holmes .,Let 's go to 221B Baker Street and ask for Sherlock Holmes .,"we go to the , and ask questions .",9.14
329,19,"Denken die Menschen an Holmes , denken sie an seine Nemesis als Professor Moriarty , dieser geniale Verbrecher .","When people think of Holmes , they think of his nemesis being Professor Moriarty , right , this criminal mastermind .","think about people , think about his professor professor professor professor , this this . .",5.06
330,35,"Aber ich mochte immer [ Inspector ] Lestrade , den Chef von Scotland Yard mit dem Gesicht einer Ratte , der Holmes dringend braucht , der Holmes Genie braucht , es ihm aber verübelt .","But I 've always preferred [ Inspector ] Lestrade , who is the rat - faced head of Scotland Yard who needs Holmes desperately , needs Holmes ' genius , but resents him .","but i always always liked , because the boss boss of with the face of a face , the enemy needs a genius needs -- it needs him .",3.32
331,6,Das ist mir so vertraut .,"Oh , it 's so familiar to me .",this is so familiar .,10.62
332,19,"Lestrade braucht also seine Hilfe , verübelt es ihm und schäumt im Laufe der Geschichten sozusagen vor Verbitterung .","So Lestrade needs his help , resents him , and sort of seethes with bitterness over the course of the mysteries .","so needs needs his help , and him him , in the of the stories .",16.11
333,49,"Aber als sie zusammenarbeiten , beginnt sich etwas zu ändern , und schließlich in "" Die sechs Napoleons "" als Holmes hereinkommt und alle mit seiner Lösung verblüfft , dreht sich Lestrade zu Holmes um und sagt : "" Wir sind nicht neidisch auf Sie , Mr. Holmes .","But as they work together , something starts to change , and finally in "" The Adventure of the Six Napoleons , "" once Holmes comes in , dazzles everybody with his solution , Lestrade turns to Holmes and he says , "" We 're not jealous of you , Mr. Holmes .","but when she began to change change , and finally in the six six , as a and , and all with his solution , to up to sound and says , "" we 're not paying on them , mr .",15.25
334,7,"Wir sind stolz auf Sie . ""","We 're proud of you . ""","we proud proud them . """,15.21
335,23,"Und er fügt hinzu , dass es keinen bei Scotland Yard geben würde , der Sherlock Holmes nicht die Hand schütteln wollte .",And he says that there 's not a man at Scotland Yard who would n't want to shake Sherlock Holmes ' hand .,"and he added that there would not be any freedom , the the would not shake the hand .",5.52
336,32,"Das ist eines der wenigen Male , dass wir Holmes in seinen Geschichten gerührt sehen , und ich finde diese kleine Szene sehr bewegend , aber auch geheimnisvoll . Stimmt 's ?","It 's one of the few times we see Holmes moved in the mysteries , and I find it very moving , this little scene , but it 's also mysterious , right ?","this is one of the few times we can see stories in his stories , and i think this little beautiful very popular , but also . .",19.08
337,15,"Es scheint so , als sei Eifersucht kein emotionales , sondern ein physikalisches Problem .","It seems to treat jealousy as a problem of geometry , not emotion .","it seems like an enemy enemy , but a dangerous problem .",4.29
338,12,In einem Moment liegt Holmes auf einer anderen Wellenlänge wie Lestrade .,"You know , one minute Holmes is on the other side from Lestrade .","in one moment , lies on a different wavelength like . .",4.05
339,10,Und im nächsten Moment liegen sie auf einer Wellenlänge .,The next minute they 're on the same side .,"and next , they 're on a wavelength .",18.04
340,18,"Plötzlich lässt es Lestrade zu , dieses Genie zu bewundern , das er ihm vorher verübelt hat .","Suddenly , Lestrade is letting himself admire this mind that he 's resented .",suddenly it decided to to this genius that he he he he he he . .,5.82
341,7,Ist es denn wirklich so einfach ?,Could it be so simple though ?,is it really that easy ?,8.17
342,29,"Was wäre , wenn Eifersucht wirklich nur ein physikalisches Problem wäre ? Wenn es nur darum ginge , wie wir mit den anderen in Beziehung "" liegen "" ?","What if jealousy really is a matter of geometry , just a matter of where we allow ourselves to stand in relation to another ?",what if if was really a a problem ? if it just about how we connect with the other ? ?,2.44
343,9,Vielleicht würden wir dann nicht jemandes Exzellenz übelnehmen .,"Well , maybe then we would n't have to resent somebody 's excellence .",maybe we would n't accept . .,10.22
344,6,Wir könnten uns aneinander ausrichten .,We could align ourselves with it .,we could choose . .,8.52
345,5,Aber ich mag Notfallpläne .,But I like contingency plans .,but i love .,9.69
346,15,"Während wir darauf warten , haben wir ja immer noch die Literatur als Trost .","So while we wait for that to happen , let us remember that we have fiction for consolation .","as we wait , we still still the literature literature .",4.55
347,6,Literatur allein enträtselt die Eifersucht .,Fiction alone demystifies jealousy .,literature alone .,17.8
348,10,"Literatur allein kann sie zähmen , lädt sie ein .","Fiction alone domesticates it , invites it to the table .","literature alone can turn , invites . .",9.03
349,23,"Und wer da alles zusammenkommt : der gute Lestrade , der furchterregende Tom Ripley , der verrückte Swann , Marcel Proust selbst .","And look who it gathers : sweet Lestrade , terrifying Tom Ripley , crazy Swann , Marcel Proust himself .","and who says anything : the good news , the president tom , the crazy called , .",3.13
350,7,Wir befinden uns in exzellenter Gesellschaft .,We are in excellent company .,we exist in society .,10.4
351,3,Vielen Dank .,Thank you .,thank you .,55.03
352,26,"Ich war etwa 10 Jahre alt und auf einem Camping-Ausflug mit meinem Vater im Adirondack-Gebirge , einem Wildnisgebiet im nördlichen Teil des Staates New York .","I was about 10 years old on a camping trip with my dad in the Adirondack Mountains , a wilderness area in the northern part of New York State .","i was about 10 years old and on a a with my father , a successful in in the york part of new york .",19.2
353,6,Es war ein wunderschöner Tag .,It was a beautiful day .,it was a beautiful day .,75.98
354,4,Der Wald funkelte .,The forest was sparkling .,forest forest .,17.8
355,37,"Die Sonne ließ die Blätter wie gefärbtes Glas aussehen , und wenn da kein Pfad gewesen wäre , hätte man beinahe annehmen können , dass wir die ersten Menschen wären , die durch diesen Wald gehen .","The sun made the leaves glow like stained glass , and if it were n't for the path we were following , we could almost pretend we were the first human beings to ever walk that land .","the sun would like the like like like , , if if there would have been a , , would would have been realized that we would have the first people that go through this forest .",3.04
356,6,Wir kamen zu unserem Zeltplatz .,We got to our campsite .,we came to our .,19.36
357,23,"Ich sah die kleine Hütte auf einer Klippe und blickte über einen kristallklaren , wunderschönen See , als mir etwas Schreckliches auffiel .","It was a lean - to on a bluff looking over a crystal , beautiful lake , when I discovered a horror .","i looked at little hut on a cliff and a about a , beautiful lake , me something . .",13.58
358,21,"Hinter dem Dach war eine Müllkippe , vielleicht 4 Quadratmeter , mit Apfel-Kerngehäusen , zusammengeballter Aluminiumfolie und einem alten Turnschuh .","Behind the lean - to was a dump , maybe 40 feet square with rotting apple cores and balled - up aluminum foil , and a dead sneaker .","behind the roof was a , , four four , , , , and and and old old .",4.02
359,10,"Ich war erstaunt , ich war wütend und verwirrt .","And I was astonished , I was very angry , and I was deeply confused .","i was amazed , angry and confused .",5.35
360,24,"Die Zeltenden waren zu faul , um wegzubringen , was sie hergebracht hatten – wer , dachten sie , würde nach ihnen aufräumen ?","The campers who were too lazy to take out what they had brought in , who did they think would clean up after them ?",those were were too lazy to care of what they had -- -- who thought she was to them ?,15.45
361,9,Die Frage blieb mir und ich verallgemeinerte sie :,"That question stayed with me , and it simplified a little .",the i asked me .,3.13
362,6,Wer räumt nach uns auf ?,Who cleans up after us ?,who 's looking for us ?,16.23
363,23,"Wie man es auch dreht oder wo das "" uns "" auch sein mag , wer räumt hinter uns in Istanbul auf ?","However you configure or wherever you place the us , who cleans up after us in Istanbul ?","how do you call it , or where "" "" , "" who are us who sitting behind us in istanbul ?",4.89
364,15,Wer räumt hinter uns in Rio auf ? Oder in Paris oder in London ?,Who cleans up after us in Rio or in Paris or in London ?,who 's behind us in rio ? or in or in london ?,10.3
365,19,Hier in New York räumt die Stadtreinigung jeden Tag ungefähr 11.000 Tonnen Müll und 2000 Tonnen Recycling-Stoffe auf .,"Here in New York , the Department of Sanitation cleans up after us , to the tune of 11,000 tons of garbage and 2,000 tons of recyclables every day .","here in new york , the wild are about about tons tons tons and tons tons tons .",3.02
366,8,Ich wollte sie kennenlernen – als Individuen .,I wanted to get to know them as individuals .,i wanted them to think as individuals .,19.04
367,9,"Ich wollte verstehen , wer den Job macht .",I wanted to understand who takes the job .,i wanted to understand who job .,36.74
368,14,"Wie ist es , eine Uniform zu tragen und diese Bürde zu tragen ?",What 's it like to wear the uniform and bear that burden ?,how is it wearing to pick and and those ? ?,4.42
369,8,Also startete ich ein Forschungsprojekt mit ihnen .,So I started a research project with them .,so i started a with them .,23.1
370,35,"Ich fuhr mit den Lastwagen , lief die Routen ab und interviewte Menschen in Büros und Anlagen in der ganzen Stadt . Ich lernte eine Menge , aber ich war immer noch ein Außenseiter .","I rode in the trucks and walked the routes and interviewed people in offices and facilities all over the city , and I learned a lot , but I was still an outsider .","i went to the chicago , the the , and people in offices , and throughout the city , i learned a lot , but i was still a .",20.02
371,6,Ich musste noch tiefer gehen .,I needed to go deeper .,i had to go deeper .,50.81
372,9,Also nahm ich einen Job als Reinigungskraft an .,So I took the job as a sanitation worker .,so i took a job .,5.89
373,13,Ich fuhr nicht nur mit den Lastwagen . Ich fuhr die Lastwagen .,I did n't just ride in the trucks now . I drove the trucks .,i was not only with . . i drove . .,3.43
374,11,Und ich bediente die mechanischen Besen und pflügte den Schnee .,And I operated the mechanical brooms and I plowed the snow .,and i prefer the mechanical and and the snow .,16.83
375,10,Es war ein bemerkenswertes Privileg und eine aufregende Erfahrung .,It was a remarkable privilege and an amazing education .,it was a privilege and an exciting experience .,20.9
376,6,Jeder fragt nach dem Gestank .,Everyone asks about the smell .,everybody asks after .,11.52
377,31,"Er ist da , aber nicht so präsent , wie man denkt , und an Tagen , an denen es wirklich schlimm ist , gewöhnt man sich recht schnell daran .","It 's there , but it 's not as prevalent as you think , and on days when it is really bad , you get used to it rather quickly .","he 's there , but not as usual as you think , and days days where it 's really bad , you 're pretty fast .",30.13
378,9,An das Gewicht gewöhnt man sich nur schwer .,The weight takes a long time to get used to .,the weight is hard difficult .,4.19
379,35,"Ich kenne Menschen , die diesen Job mehrere Jahre machten . Deren Körper gewöhnten sich noch immer an das Gewicht , das sie ihrem Körper auferlegen , Tonnen von Müll jede Woche zu tragen .",I knew people who were several years on the job whose bodies were still adjusting to the burden of bearing on your body tons of trash every week .,"i know people who took this job several years , their bodies are still remember the weight that they her body body , tons tons of every week every week .",8.25
380,6,Dann ist da die Gefahr .,Then there 's the danger .,there 's the danger .,81.87
381,24,"Nach Statistiken des Arbeitsministeriums ist der Beruf in der Stadtreinigung unter den 10 gefährlichsten Jobs im Land . Und ich lernte , warum .","According to the Bureau of Labor Statistics , sanitation work is one of the 10 most dangerous occupations in the country , and I learned why .","after the of of the , the in the is the most dark jobs in the country . and i learned why .",11.32
382,12,"Man ist den ganzen Tag im Verkehr , alles saust vorbei .","You 're in and out of traffic all day , and it 's zooming around you .","you 're all traffic traffic , all over . .",3.26
383,12,Alle wollen vorbei und häufig passen die Autofahrer nicht genug auf .,"It just wants to get past you , so it 's often the motorist is not paying attention .",everybody wants to and and the spaces are not enough .,4.55
384,8,Das ist wirklich schlecht für die Arbeiter .,That 's really bad for the worker .,it 's really bad for workers .,37.68
385,17,"Und der Müll selbst ist voll von Giften , die vom Müllwagen runterfallen und Schreckliches anrichten .",And then the garbage itself is full of hazards that often fly back out of the truck and do terrible harm .,and the trash itself is fully from from the original and . .,4.07
386,9,Ich lernte auch über die Unbarmherzigkeit des Mülls .,I also learned about the relentlessness of trash .,i also learned about the air .,32.67
387,27,"Wenn man von der Bordsteinkante tritt und von der Rückseite des Müllwagens eine Stadt sieht , erkennt man , dass Müll wie eine Naturgewalt selbst ist .","When you step off the curb and you see a city from behind a truck , you come to understand that trash is like a force of nature unto itself .","if you read from the and , the the of the city sees a city , you see that it 's like a self itself .",5.9
388,8,"Er hört nicht auf , zu entstehen .",It never stops coming .,he keeps stop .,12.44
389,11,Er ist auch wie eine Art der Atmung oder Zirkulation .,It 's also like a form of respiration or circulation .,it 's also like a or or . .,26.45
390,7,Er muss immer in Bewegung sein .,It must always be in motion .,it has to be motion .,15.21
391,7,Und dann ist da das Stigma .,And then there 's the stigma .,and then the stigma .,28.64
392,66,"Man legt die Uniform an und wird unsichtbar , bis jemand – aus welchem Grund auch immer – wütend wird , weil man den Verkehr mit dem Wagen blockiert oder eine Pause zu nah an ihrer Wohnung macht , oder einen Kaffee in ihrem Lokal trinkt , und sie kommen und verhöhnen einen und sagen , dass sie einen nicht in ihrer Nähe haben wollen .","You put on the uniform , and you become invisible until someone is upset with you for whatever reason like you 've blocked traffic with your truck , or you 're taking a break too close to their home , or you 're drinking coffee in their diner , and they will come and scorn you , and tell you that they do n't want you anywhere near them .","you put the uniform and and , until someone someone -- whatever reason -- gets mad -- because you 're the traffic with your car , or or a a at a time in your local , or a coffee coffee in your local , , and you come and",5.97
393,33,"Ich finde dieses Stigma besonders ironisch , weil ich fest daran glaube , dass die Mitarbeiter der Stadtreinigung die wichtigste Arbeitskräfte auf den Straßen der Stadt sind . Das hat drei Gründe .","I find the stigma especially ironic , because I strongly believe that sanitation workers are the most important labor force on the streets of the city , for three reasons .","i think this kind of particularly special , because i believe that the employees of the the most women on the streets of the city . that 's three reasons .",23.74
394,8,Sie sind die Wächter der öffentlichen Gesundheit .,They are the first guardians of public health .,they are the state of public health .,36.28
395,32,"Wenn sie nicht den Müll entfernten , jeden Tag effizient und effektiv , würde er aus den Behältern quillen und die damit verbundenen Gefahren würden uns bedrohen auf sehr realem Wege .","If they 're not taking away trash efficiently and effectively every day , it starts to spill out of its containments , and the dangers inherent to it threaten us in very real ways .","if you did n't take the trash , , every day and and , , he would get rid of the same and and the with the that we were .",3.75
396,19,"Krankheiten , die wir seit Jahrzehnten und Jahrhunderten unter Kontrolle hatten , würden sich ausbreiten und uns schaden .",Diseases we 've had in check for decades and centuries burst forth again and start to harm us .,"diseases diseases been been for decades and centuries under control , would be us and us .",15.73
397,5,Die Wirtschaft braucht sie .,The economy needs them .,the economy needs it .,23.64
398,32,"Wenn wir den alten Kram nicht wegwerfen können , haben wir keinen Platz für den neuen . Die Motoren der Wirtschaft fangen an zu stottern , wenn der Konsum ausgebremst ist .","If we ca n't throw out the old stuff , we have no room for the new stuff , so then the engines of the economy start to sputter when consumption is compromised .","if we ca n't throw the old old , we have no place for the new power . the motors to the economy when the consumption is . .",21.23
399,14,"Ich bewerbe nicht den Kapitalismus , ich weise nur auf die Wechselbeziehung hin .","I 'm not advocating capitalism , I 'm just pointing out their relationship .",i ' m not the capitalism i ' m .,3.7
400,17,"Und dann ist da das , was ich unsere durchschnittliche , nötige , alltägliche Geschwindigkeit nenne .","And then there 's what I call our average , necessary quotidian velocity .","and then is what i look at our average , , , speed speed .",11.63
401,14,"Damit meine ich nur , wie schnell wir an Bewegung heutzutage gewöhnt sind .",By that I simply mean how fast we 're used to moving in the contemporary day and age .,that 's how i how fast we used to . .,9.22
402,23,"Wir kümmern uns nicht darum , unseren Kaffeebecher , unsere Tasche oder unsere Wasserflasche zu reparieren , zu reinigen , oder herumzutragen .","We usually do n't care for , repair , clean , carry around our coffee cup , our shopping bag , our bottle of water .","we do n't care about our our our our our our our or or our our , , , or . .",7.24
403,29,"Wir nehmen sie , werfen sie weg , vergessen sie , weil wir wissen , dass es Leute auf der anderen Seite gibt , die sich darum kümmern .","We use them , we throw them out , we forget about them , because we know there 's a workforce on the other side that 's going to take it all away .","we take them , throw throw away , forget them , because we know there 's people on the other side that care about .",30.86
404,41,"Daher will ich heute einige Wege vorschlagen , wie wir über Stadtreinigung denken können , um das Stigma zu verbessern und sie in diese Unterhaltung zu bringen , wie man eine Stadt schaffen kann , die nachhaltig und human ist .",So I want to suggest today a couple of ways to think about sanitation that will perhaps help ameliorate the stigma and bring them into this conversation of how to craft a city that is sustainable and humane .,"so so i want to explore a few ways ways of thinking about how to think about stigma and and them into those entertainment , how to create a city that is sustainable and and .",20.47
405,11,"Ihre Arbeit , so denke ich , ist irgendwie liturgisch .","Their work , I think , is kind of liturgical .","your work , i think it 's kind of . .",11.73
406,9,"Sie sehen die Straßen jeden Tag , regelmäßig .","They 're on the streets every day , rhythmically .",you see the streets every day .,28.32
407,7,Sie tragen in vielen Städten Uniformen .,They wear a uniform in many cities .,they carry in many cities .,36.41
408,9,"Man weiß , wann man sie erwarten kann .",You know when to expect them .,you know when you expect them .,30.74
409,8,Und ihre Arbeit lässt uns unsere tun .,And their work lets us do our work .,and your work makes us ours .,6.5
410,6,Sie sind wie eine Rückversicherung .,They are almost a form of reassurance .,they 're like a . .,6.92
411,32,"Der Ablauf , den sie aufrechterhalten , hält uns sicher vor uns selbst , vor unseren Absonderungen , dem Abgestoßenen und dieser Ablauf muss immer aufrechterhalten werden , um jeden Preis .","The flow that they maintain keeps us safe from ourselves , from our own dross , our cast - offs , and that flow must be maintained always no matter what .","the the that that you you , holding us us ourselves before us before our future , the financial and and that must must be be to . .",4.23
412,45,"Am Tage nach dem 11 . September 2001 hörte ich den Donner eines Müllwagens auf der Straße , griff meinen kleinen Sohn und rannte die Treppen herunter und dort war ein Mann , der seine Papier-Recycling-Route fuhr , wie er es jeden Mittwoch tut .","On the day after September 11 in 2001 , I heard the growl of a sanitation truck on the street , and I grabbed my infant son and I ran downstairs and there was a man doing his paper recycling route like he did every Wednesday .","days after 9/11 , 2001 , i was wearing a a on on the street , my little son , and he ran the and and there was a man who was his his his . .",16.22
413,23,"Und ich versuchte , ihm für seine Arbeit zu danken – an diesem Tag aller Tage , aber ich begann zu weinen .","And I tried to thank him for doing his work on that day of all days , but I started to cry .","and i was trying to work him his work -- day day day , but i started crying .",5.68
414,18,"Und er schaute mich an und nickte nur und sagte : "" Alles wird gut . "" ––","And he looked at me , and he just nodded , and he said , "" We 're going to be okay .","and he looked at me and and just said , "" everything 's going . """,17.12
415,6,""" Alles wird gut . ""","We 're going to be okay . ""","everything will fine . """,11.73
416,14,Erst später begann ich meine Nachforschungen über Stadtreinigung und traf den Mann wieder .,"It was a little while later that I started my research with sanitation , and I met that man again .","first later , i started my research over and and met the man .",8.44
417,16,Sein Name ist Paulie und wir arbeiteten oft zusammen ; schließlich wurden wir gute Freunde .,"His name is Paulie , and we worked together many times , and we became good friends .",his name is ivan and we worked together ; eventually we got good friends .,22.29
418,9,"Ich wollte glauben , dass Paulie recht hatte .",I want to believe that Paulie was right .,i wanted to believe that was right .,30.51
419,4,Alles wird gut .,We are going to be okay .,everything gets good .,7.55
420,35,"Aber in unseren Bemühungen , die Art zu ändern , wie wir auf diesem Planet als Spezies existieren , müssen wir auch all die Kosten beachten , inklusive der sehr menschlichen Kosten der Arbeit .","But in our effort to reconfigure how we as a species exist on this planet , we must include and take account of all the costs , including the very real human cost of the labor .","but in our efforts to change the way we we on planet planet species , we have to pay to all the cost , including the cost of the work .",9.37
421,89,"Und wir müssten informiert sein , um die Menschen zu erreichen , die diese Arbeit tun , ihre Erfahrung sammeln , wie wir darüber denken , wie wir Systeme um Nachhaltigkeit entwickeln können , die uns von Straßenrand-Recycling lösen , was ein bemerkenswerter Erfolg der letzten 40 Jahre ist , über die Vereinigten Staaten von Amerika und Länder dieser Welt , und uns an einen Horizont bringen , an dem wir auf andere Arten von Müll blicken , die verringert werden können durch die Produktion und industrielle Quellen .","And we also would be well informed to reach out to the people who do that work and get their expertise on how do we think about , how do we create systems around sustainability that perhaps take us from curbside recycling , which is a remarkable success across 40 years , across the United States and countries around the world , and lift us up to a broader horizon where we 're looking at other forms of waste that could be lessened from manufacturing and industrial sources .","and we 're going to be to to people who people who work doing this work , their experience , how we think about how to develop systems systems that we us about what we need to understand about the last 40 years , the united states of america and",3.6
422,21,"Städtischer Müll , woran wir denken , wenn wir über Müll reden , macht drei Prozent des nationalen Abfallstroms aus .","Municipal waste , what we think of when we talk about garbage , accounts for three percent of the nation 's waste stream .","philanthropy waste , we think we think about talking , about three percent of the national education . .",14.57
423,6,Es ist eine bemerkenswerte Statistik .,It 's a remarkable statistic .,it 's a remarkable statistic .,75.98
424,37,"In Ihrem Alltag , im Ablauf Ihrer Leben , wenn Sie das nächste Mal jemanden sehen , dessen Job es ist , hinter Ihnen sauber zu machen , nehmen Sie einen Moment Zeit , sie wahrzunehmen .","So in the flow of your days , in the flow of your lives , next time you see someone whose job is to clean up after you , take a moment to acknowledge them .","in your life , in your life , if you see the next time you see , job job is to take behind clean , take a moment time .",18.96
425,10,"Nehmen Sie sich einen Moment , sich zu bedanken .",Take a moment to say thank you .,take a moment a minute .,12.87
426,6,"Hallo TEDWomen , was geht ?","Hello , TEDWomen , what 's up .","hello everyone , what ?",11.73
427,4,Das reicht nicht .,Not good enough .,that 's not enough .,21.36
428,6,"Hallo TEDWomen , was geht ?","Hello , TEDWomen , what is up ?","hello everyone , what ?",12.98
429,19,"Mein Name ist Maysoon Zayid und ich bin nicht betrunken , aber der Arzt bei meiner Geburt schon .","My name is Maysoon Zayid , and I am not drunk , but the doctor who delivered me was .","my name is my gay , and i ' m drunk , the doctor with my birth .",7.92
430,20,Er schnitt meine Mutter sechs Mal in sechs verschiedene Richtungen und schnürte mir armen Kleinen dabei die Luft ab .,"He cut my mom six different times in six different directions , suffocating poor little me in the process .","he took my mother six six six different directions , and i bought the air .",14.18
431,16,"Darum habe ich infantile Zerebralparese , was bedeutet , dass ich die ganze Zeit zappele .","As a result , I have cerebral palsy , which means I shake all the time .","that 's what i thought , what means that i was doing all the time .",15.92
432,3,Schaut mal .,Look .,look .,50.0
433,16,"Es ist anstrengend . Ich bin eine Kreuzung aus Shakira , Shakira und Muhammad Ali .","It 's exhausting . I 'm like Shakira , Shakira meets Muhammad Ali .","it 's . . i ' m a farmer , and and ali .",4.02
434,5,Zerebralparese ist nicht genetisch .,C.P. is not genetic .,self is not genetically .,12.98
435,11,Sie ist kein Geburtsfehler . Man kann sie nicht kriegen .,It 's not a birth defect . You ca n't catch it .,it 's not a . you ca n't .,16.09
436,27,"Niemand hat die Gebärmutter meiner Mutter verhext , und ich habe es nicht bekommen , weil meine Eltern Cousins ersten Grades sind , was sie sind .","No one put a curse on my mother 's uterus , and I did n't get it because my parents are first cousins , which they are .","nobody 's the the my mother mother , and i did n't get because my parents cousins are first .",11.62
437,17,"Man bekommt sie nur durch Unfälle , wie der , der am Tag meiner Geburt geschah .","It only happens from accidents , like what happened to me on my birth day .",you you get them through accidents like the one day day .,5.77
438,39,"Ich muss euch warnen . Ich bin keine Quelle der Inspiration und ich möchte nicht , dass irgendjemand hier mit mir Mitleid hat , denn ihr alle habt an einem Punkt in eurem Leben schon vom Behindertsein geträumt .","Now , I must warn you , I 'm not inspirational , and I do n't want anyone in this room to feel bad for me , because at some point in your life , you have dreamt of being disabled .","i have to give you . i ' m not a source of inspiration , and i do n't want anybody anybody here with me , because everyone 's all a in in a life .",7.45
439,5,Kommt mal kurz mit .,Come on a journey with me .,let 's pause .,7.55
440,22,Es ist kurz vor Weihnachten im Einkaufszentrum . Ihr dreht Kreise auf der Suche nach einem Parkplatz und was seht ihr ?,"It 's Christmas Eve , you 're at the mall , you 're driving around in circles looking for parking , and what do you see ?",it 's just in christmas . your land is looking for a and and what you see ?,7.59
441,4,Sechzehn leere Behindertenparkplätze .,Sixteen empty handicapped spaces .,consumers blank . .,12.44
442,16,"Und ihr denkt : "" Wieso kann ich nicht ein kleines bisschen behindert sein ? ""","And you 're like , "" God , ca n't I just be a little disabled ? ""","and you think , "" why ca n't be a little little ? """,13.5
443,17,Ich muss euch auch sagen : Ich hab 99 Probleme und Zerebralparese ist nur eins davon .,"Also , I got ta tell you , I got 99 problems , and palsy is just one .","i have to tell you : i have 99 problems , and is just one .",27.9
444,13,"Wenn es eine Olympiade der Unterdrückung gäbe , bekäme ich eine Goldmedaille .","If there was an Oppression Olympics , I would win the gold medal .","if there was an ad of oppression , i got a . .",12.1
445,16,"Ich bin Palästinenserin , Muslima , weiblich , behindert und ich lebe in New Jersey .","I 'm Palestinian , Muslim , I 'm female , I 'm disabled , and I live in New Jersey .","i grew up , , , , , and i live in new jersey .",5.93
446,14,"Wenn ihr euch jetzt nicht besser fühlt , dann weiß ich auch nicht .","If you do n't feel better about yourself , maybe you should .","if you do n't feel better , i do n't know .",31.73
447,9,Cliffside Park in New Jersey ist meine Heimatstadt .,"Cliffside Park , New Jersey is my hometown .",in park in new jersey is my hometown .,29.85
448,16,"Ich liebe die Tatsache , dass mein Gebrechen und mein Wohnort die gleichen Initialen haben .",I have always loved the fact that my hood and my affliction share the same initials .,i love the fact that my my my my and the the same . .,18.95
449,22,"Ebenso liebe ich die Tatsache , dass ich von meinem Haus nach New York City laufen könnte , wenn ich wollte .","I also love the fact that if I wanted to walk from my house to New York City , I could .","i love the fact that i moved from my home to new york city , i wanted wanted .",14.62
450,19,"Viele Leute mit CP laufen nicht , aber meine Eltern glaubten nicht an ein "" kann nicht "" .","A lot of people with C.P. do n't walk , but my parents did n't believe in "" ca n't . ""","a lot of people ca n't walk , but my parents ca n't n't read . """,26.64
451,18,"Das Mantra meines Vaters war : "" Ja , du kannst das ! Du kannst können . ""","My father 's mantra was , "" You can do it , yes you can can . ""","the my father was , "" yes can can . you can . """,19.04
452,12,"Wenn also meine drei älteren Schwestern wischten , wischte ich mit .","So , if my three older sisters were mopping , I was mopping .","so when my three three sisters sisters sisters , i me .",7.21
453,40,"Wenn meine drei älteren Schwestern auf eine öffentliche Schule gingen , verklagten meine Eltern das Schulsystem , damit ich auch hingehen konnte , und wenn wir nicht alle Einser kriegten , kriegten wir alle den Pantoffel meiner Mutter übergebraten .","If my three older sisters went to public school , my parents would sue the school system and guarantee that I went too , and if we did n't all get A 's , we all got my mother 's slipper .","when my three three sisters sisters three to a public school , , my parents used to be able to , and if we were not unique , we all of the successful of my mother .",14.18
454,25,"Mein Vater brachte mir das Laufen bei , als ich fünf war , indem er meine Fersen auf seine Füße platzierte und einfach herumlief .",My father taught me how to walk when I was five years old by placing my heels on his feet and just walking .,"my father made me walk when when i was five , by my his his feet , and just . .",7.11
455,20,"Eine weitere seiner Taktiken war , eine Dollarnote vor meiner Nase baumeln zu lassen , damit ich sie fange .",Another tactic that he used is he would dangle a dollar bill in front of me and have me chase it .,another another of his was to be a to front of my nose so i 'll start them .,4.11
456,32,"Meine innere Stripperin war sehr stark , und als -- Ja . Also , am ersten Tag im Kindergarten lief ich wie ein Champion , der einen zu viel abbekommen hatte .","My inner stripper was very strong , and by -- Yeah . No , by the first day of kindergarten , I was walking like a champ who had been punched one too many times .","my inner response was very strong , and so -- yeah , so the first day in kindergarten , i was like a a that was a too much .",16.75
457,15,Damals gab es nur sechs Araber in meiner Stadt und alle waren meine Familie .,"Growing up , there were only six Arabs in my town , and they were all my family .",there were only six in my city and everyone was my family .,20.17
458,18,"Heute haben wir 20 Araber in der Stadt , und sie sind immer noch alle meine Familie .","Now there are 20 Arabs in town , and they are still all my family .","we have 20 20 in the city , and they 're still my my family .",16.94
459,14,"Ich glaube , keiner hat je gemerkt , dass wir keine Italiener sind .",I do n't think anyone even noticed we were n't Italian .,i think no one ever realized that we are not . .,4.46
460,26,"Das war vor dem 11 . September , und bevor Politiker es für angebracht hielten , "" Ich hasse Moslems "" als Wahlkampfmotto zu verwenden .","This was before 9/11 and before politicians thought it was appropriate to use "" I hate Moslems "" as a campaign slogan .","that was before september , and before politicians politicians for the , , "" i hate to use . .",8.92
