id,src_len,source,reference,hypothesis,bleu
223,16,"In jenem Schuljahr raste ich vor Eifersucht , bis ich einen teuflischen Plan ausgebrütet hatte .","And I just curdled with jealousy that year , until I hatched my devious plan .",i had a i had to a .,2.03
224,22,"Also blieb ich eines Tages etwas länger in der Schule , viel länger , und hielt mich in der Mädchentoilette versteckt .","So one day I stayed a little late after school , a little too late , and I lurked in the girls ' bathroom .","i was a little bit longer , and i was .",3.14
225,22,"Als die Luft rein war , kam ich hervor , schlich mich ins Klassenzimmer und nahm mir das Notenbuch vom Lehrerschreibtisch .","When the coast was clear , I emerged , crept into the classroom , and took from my teacher 's desk the grade book .","i was the to the , and i was the .",2.87
226,6,Und dann tat ich es .,And then I did it .,and then i did .,11.51
227,14,"Ich manipulierte die Noten meiner Rivalin , nur etwas , nur einige Einser .","I fiddled with my rival 's grades , just a little , just demoted some of those A 's .","i just , i just .",1.11
228,3,Alle Einser .,All of those A 's .,all .,6.77
229,22,"Als ich das Buch zurücklegen wollte , fiel mir auf , dass einige meiner anderen Klassenkameraden auch ziemlich gute Noten hatten .","And I got ready to return the book to the drawer , when hang on , some of my other classmates had appallingly good grades too .","i i had to the i had to the , i had .",2.88
230,12,"Also korrigierte ich im Eifersuchtsrausch alle Noten , ganz ohne Fantasie .","So , in a frenzy , I corrected everybody 's marks , not imaginatively .","so i think , i .",2.15
231,21,"Ich gab allen Vierer und mir selbst gab ich Einser , weil ich doch auch die ganze Zeit anwesend war .","I gave everybody a row of D 's and I gave myself a row of A 's , just because I was there , you know , might as well .","i was i was , i was , and i was .",1.04
232,9,Ich bin immer noch verdutzt über mein Verhalten .,And I am still baffled by my behavior .,i am still .,10.13
233,9,"Ich verstehe nicht , woher der Gedanke kam .",I do n't understand where the idea came from .,i did n't understand .,8.7
234,13,"Ich verstehe nicht , warum ich mich so gut dabei gefühlt habe .",I do n't understand why I felt so great doing it .,i i did n't understand why .,12.86
235,6,Ich fühlte mich richtig gut .,I felt great .,i felt .,24.84
236,12,"Ich verstehe auch nicht , warum ich nie dafür bestraft wurde .",I do n't understand why I was never caught .,i i was not sure i .,5.09
237,6,Es war doch so offensichtlich .,"I mean , it should have been so blatantly obvious .",so it was .,3.65
238,5,Ich wurde nie erwischt .,I was never caught .,i was .,17.8
239,23,"Aber am meisten verblüfft mich : Warum störte es mich so sehr , dass dieses kleine Mädchen so gut im Buchstabieren war ?","But most of all , I am baffled by , why did it bother me so much that this little girl , this tiny little girl , was so good at spelling ?","so , why was this really , me , ?",1.23
240,4,Eifersucht verblüfft mich .,Jealousy baffles me .,i me .,39.43
241,8,"Sie ist so geheimnisvoll , so tiefgreifend .","It 's so mysterious , and it 's so pervasive .","so , it 's .",8.09
242,9,"Wir wissen , dass Babys unter Eifersucht leiden .",We know babies suffer from jealousy .,we know you know .,8.52
243,13,Ebenso wie Primaten . Hüttensänger sind von Natur aus sehr anfällig dafür .,We know primates do . Bluebirds are actually very prone .,"so , is very .",3.83
244,16,"Wir wissen , dass Eifersucht der Hauptgrund für Mord unter Eheleuten in den USA ist .",We know that jealousy is the number one cause of spousal murder in the United States .,the is the the is the the,3.48
245,22,"Aber ich habe nie eine Studie gelesen , die mir ihre Einsamkeit , ihre Langlebigkeit oder ihren makabren Nervenkitzel erklären konnte .","And yet , I have never read a study that can parse to me its loneliness or its longevity or its grim thrill .","i i could to the , , i could .",1.36
246,27,"Dafür müssen wir uns an die Literatur wenden , denn der Roman ist das Labor , in dem Eifersucht in all ihren möglichen Formen analysiert wurde .","For that , we have to go to fiction , because the novel is the lab that has studied jealousy in every possible configuration .","the , the is to the , the is the to the , the the .",3.94
247,20,"Ist es eine Übertreibung zu sagen , dass , wenn wir keine Eifersucht hätten , wir keine Literatur hätten ?","In fact , I do n't know if it 's an exaggeration to say that if we did n't have jealousy , would we even have literature ?","if we had to have , , we have ?",2.02
248,10,"Also keine untreue Helena , keine "" Odyssee "" .","Well no faithless Helen , no "" Odyssey . ""","no , no .",8.48
249,12,"Kein eifersüchtiger König , keine "" Abenteuer aus 1001 Nacht "" .","No jealous king , no "" Arabian Nights . """,i did n't buy a .,4.17
250,3,Kein Shakespeare .,No Shakespeare .,no .,30.33
251,38,"Da ziehen die Leselisten der US-Schulen dahin , denn wir verlieren : "" Schall und Wahn "" , den großen "" Gatsby "" , "" Fiesta "" , "" Madame Bovary "" , "" Anna Karenina "" .","There goes high school reading lists , because we 're losing "" Sound and the Fury , "" we 're losing "" Gatsby , "" "" Sun Also Rises , "" we 're losing "" Madame Bovary , "" "" Anna K. ""","so , , , , , "" , "" , "" , "" "" , "" "" , "" "" "" , "" "" "" . """,6.8
252,35,"Keine Eifersucht , kein Proust . Ich weiß , dass es in Mode gekommen ist zu sagen , dass Proust die Antwort auf alles hat , aber in puncto Eifersucht hat er das wirklich .","No jealousy , no Proust . And now , I mean , I know it 's fashionable to say that Proust has the answers to everything , but in the case of jealousy , he kind of does .","i ' ve got to to , but it 's , , it 's , .",2.07
253,40,"Dieses Jahr feiern wir das 200 . Jubiläums seines Meisterwerks "" Auf der Suche nach der verlorenen Zeit "" und seiner gründlichen Analyse der sexuellen Eifersucht und des normalen Wettstreits , mein Ding , dass wir Hoffnung haben können .","This year is the centennial of his masterpiece , "" In Search of Lost Time , "" and it 's the most exhaustive study of sexual jealousy and just regular competitiveness , my brand , that we can hope to have .","so , the the of of the , we , the the of of the , and the .",1.12
254,13,"Denken wir an Proust , denken wir an Gefühle . Stimmt 's ?","And we think about Proust , we think about the sentimental bits , right ?",think about it 's true .,3.62
255,12,"Wir denken an den kleinen Jungen , der versucht zu schlafen .",We think about a little boy trying to get to sleep .,we 're trying to get the .,12.86
256,11,"Wir denken an ein Stück Kuchen , in Lavendel-Tee eingetaucht .",We think about a madeleine moistened in lavender tea .,we 're going to get a .,5.09
257,9,"Wir vergessen , wie rau seine Vision war .",We forget how harsh his vision was .,we found what was .,11.73
258,8,"Wir vergessen , wie erbarmungslos er ist .",We forget how pitiless he is .,it 's what it is .,13.74
259,12,Diese Art Bücher sind für Virginia Woolf so zäh wie Katzendarm .,"I mean , these are books that Virginia Woolf said were tough as cat gut .",so 's like this is like .,1.82
260,16,"Ich weiß nicht , wie Katzendarm ist , aber sagen wir , er ist eindrucksvoll .","I do n't know what cat gut is , but let 's assume it 's formidable .","i mean , it 's , , .",4.26
261,21,"Sehen wir uns mal an , warum der Roman und die Eifersucht , die Eifersucht und Proust so gut zusammenpassen .","Let 's look at why they go so well together , the novel and jealousy , jealousy and Proust .","so , the the , and the , and look at the .",6.25
262,25,"Ist es so offensichtlich , dass Eifersucht , reduziert auf Person – Begehren – Hindernis , solch eine feste Grundlage für eine Geschichte ist ?","Is it something as obvious as that jealousy , which boils down into person , desire , impediment , is such a solid narrative foundation ?","so , is that a is , is , is , is a , is that ?",3.81
263,29,"Ich weiß nicht . Ich denke , es ist einfach hart an der Schmerzgrenze , denn denken Sie mal nach , was geschieht , wenn wir eifersüchtig sind .","I do n't know . I think it cuts very close to the bone , because let 's think about what happens when we feel jealous .","i think , because i think , because it 's what i think .",3.17
264,11,"Wenn wir eifersüchtig sind , erzählen wir uns eine Geschichte .","When we feel jealous , we tell ourselves a story .","we 're telling us , we tell .",16.05
265,32,"erzählen uns selbst Geschichten über das Leben der anderen Leute und sie machen , dass es uns schlecht geht , weil sie so konzipiert sind , dass es uns schlecht geht .","We tell ourselves a story about other people 's lives , and these stories make us feel terrible because they 're designed to make us feel terrible .","they 're , they 're , they 're , they 're , they 're , they",2.56
266,28,"Als Erzähler der Geschichte und das Publikum wissen wir , welche Details sie beinhalten muss , um das Messer in die Rippen zu stoßen . Stimmt 's ?","As the teller of the tale and the audience , we know just what details to include , to dig that knife in . Right ?","so what we did is to the the , the the of the",3.21
267,14,"Eifersucht macht uns alle zu Amateur-Romanautoren , und damit kannte Proust sich aus .","Jealousy makes us all amateur novelists , and this is something Proust understood .","so , , and , and .",5.35
268,84,"Im ersten Band , "" In Swanns Welt "" , in der Roman-Reihe , Swann , einer der Protagonisten , denkt sehr liebevoll über seine Geliebte nach und wie toll sie im Bett ist , und plötzlich , im Laufe einiger Sätze – also Proust'sche Sätze , sie sind so lang wie Flüsse – zuckt er zusammen und ihm wird bewusst : "" Warte mal ! Alles , was ich an dieser Frau liebe , würde auch jemand anderer an dieser Frau lieben .","In the first volume , Swann 's Way , the series of books , Swann , one of the main characters , is thinking very fondly of his mistress and how great she is in bed , and suddenly , in the course of a few sentences , and these are Proustian sentences , so they 're long as rivers , but in the course of a few sentences , he suddenly recoils and he realizes , "" Hang on , everything I love about this woman , somebody else would love about this woman .","so , , , , , , , , , , , , , , , , , , , , , , , , , , , , , and , , , , , , , and , , , , , and , , , , ,",1.2
269,26,"Alles , was sie mir gibt und was mir Freude bereitet , könnte auch jemand anderem Freude bereiten , vielleicht sogar in diesem Moment . ""","Everything that she does that gives me pleasure could be giving somebody else pleasure , maybe right about now . ""","and i , , , "" you know , """,1.66
270,41,"Das ist die Geschichte , die er sich erzählt , und von da an schreibt Proust , dass Swann jeden neuen Reiz , den er an seiner Geliebten entdeckt , zu seiner "" Instrumentensammlung in seiner privaten Folterkammer "" hinzufügt .","And this is the story he starts to tell himself , and from then on , Proust writes that every fresh charm Swann detects in his mistress , he adds to his "" collection of instruments in his private torture chamber . ""","he 's , he 's , he 's , he 's , he 's , he 's , he 's , he 's .",1.88
271,13,"Wir müssen schon zugeben , dass Swann und Proust notorisch eifersüchtig sind .","Now Swann and Proust , we have to admit , were notoriously jealous .",we have to be and and .,10.22
272,17,"Prousts Freunde hätten das Land verlassen müssen , wenn sie mit ihm hätten Schluss machen wollen .","You know , Proust 's boyfriends would have to leave the country if they wanted to break up with him .",if you have to have to have to have .,3.51
273,20,"Man muss aber nicht erst eifersüchtig werden , um einzuräumen , dass es harte Arbeit ist . Stimmt 's ?",But you do n't have to be that jealous to concede that it 's hard work . Right ?,"it 's not to to be , it 's",4.69
274,4,Eifersucht ist ermüdend .,Jealousy is exhausting .,so .,18.39
275,11,"Es ist ein hungriges Gefühl , das genährt werden muss .",It 's a hungry emotion . It must be fed .,it 's got to be .,4.64
276,5,Was mag die Eifersucht ?,And what does jealousy like ?,what are the ?,11.52
277,4,Eifersucht mag Informationen .,Jealousy likes information .,information .,36.79
278,4,Eifersucht mag Details .,Jealousy likes details .,detail .,18.39
279,10,Eifersucht mag langes glänzendes Haar und kleine niedliche Schreibmäppchen .,"Jealousy likes the vast quantities of shiny hair , the cute little pencil case .",he 's cute and .,1.72
280,4,Eifersucht mag Fotos .,Jealousy likes photos .,look .,18.39
281,7,Deshalb ist Instagram auch so erfolgreich .,That 's why Instagram is such a hit .,so 's why .,10.13
282,12,Im Grunde verbindet Proust die Sprache der Wissenschaft und der Eifersucht .,Proust actually links the language of scholarship and jealousy .,and the the of the .,5.89
283,23,"Wenn Swann diese Eifersuchtsschübe erfährt , plötzlich an der Tür lauscht und die Diener seiner Geliebten besticht , verteidigt er dieses Verhalten .","When Swann is in his jealous throes , and suddenly he 's listening at doorways and bribing his mistress ' servants , he defends these behaviors .","so , the , he , the , , the the .",2.31
284,32,"Er sagt : "" Sie denken vielleicht , dass das abstoßend ist , aber es ist auch nichts Anderes , einen antiken Text zu interpretieren oder sich ein Denkmal anzuschauen . ""","He says , "" You know , look , I know you think this is repugnant , but it is no different from interpreting an ancient text or looking at a monument . ""","but , you know , it 's , , "" you know , it 's .",2.89
285,14,"Er sagt : "" Es gibt wissenschaftliche Untersuchungen mit echtem intellektuellem Wert . ""","He says , "" They are scientific investigations with real intellectual value . ""","it 's is , "" it 's . """,7.74
286,46,"Proust versucht uns zu zeigen , dass Eifersucht unerträglich ist und uns albern aussehen lässt , aber in ihrem Kern ist sie eine Suche nach Wissen , nach der Wahrheit , der schmerzhaften Wahrheit , und was Proust betrifft : Je schmerzhafter , desto besser .","Proust is trying to show us that jealousy feels intolerable and makes us look absurd , but it is , at its crux , a quest for knowledge , a quest for truth , painful truth , and actually , where Proust is concerned , the more painful the truth , the better .","so , the , of the , , the is , the is , the is , the truth is , , , , , , , , .",2.62
287,15,"Kummer , Demütigung , Verlust – das ist für Proust der Weg zur Weisheit .","Grief , humiliation , loss : These were the avenues to wisdom for Proust .","so , the is , the way .",3.26
288,36,"Er sagt : "" Eine Frau , die wir brauchen , die uns leiden lässt , entlockt uns ein größeres und breiteres Spektrum an Gefühlen als das Genie eines Mannes , der uns interessiert . ""","He says , "" A woman whom we need , who makes us suffer , elicits from us a gamut of feelings far more profound and vital than a man of genius who interests us . ""","we , we , the , of us , a a , , us , , us , , """,2.51
289,14,"Sagt er uns etwa damit , dass wir uns grausame Frauen suchen sollen ?",Is he telling us to just go and find cruel women ?,so what we we do is we ?,3.35
290,21,"Nein . Ich denke , dass er uns zu sagen versucht , dass Eifersucht uns etwas über uns selbst sagt .",No . I think he 's trying to say that jealousy reveals us to ourselves .,he says us to say that 's us .,11.15
291,14,"Gibt es ein anderes Gefühl , das uns auf diese besondere Weise öffnet ?",And does any other emotion crack us open in this particular way ?,"so , how does that feel ?",3.31
292,15,"Enthüllt irgendein anderes Gefühl uns unsere Aggression , unseren versteckten Ehrgeiz und unsern Anspruch ?",Does any other emotion reveal to us our aggression and our hideous ambition and our entitlement ?,what makes us our and our our ?,5.61
293,11,Lehrt uns irgendein anderes Gefühl mit solch seltsamer Intensität hinzuschauen ?,Does any other emotion teach us to look with such peculiar intensity ?,what are we doing with ?,3.01
294,6,Freud sollte später darüber schreiben .,Freud would write about this later .,writing this .,9.14
295,25,"Eines Tages wurde Freud von einem sehr besorgten jungen Mann aufgesucht , der von dem Gedanken verzehrt war , dass ihn seine Frau betrügt .","One day , Freud was visited by this very anxious young man who was consumed with the thought of his wife cheating on him .",he was a by a man who was a by the .,5.27
296,21,"Und Freud sagt : Dieser Mann ist irgendwie seltsam , weil er nicht einmal hinschaut , was seine Frau macht .","And Freud says , it 's something strange about this guy , because he 's not looking at what his wife is doing .","he 's , , he 's , , """,2.26
297,10,"Weil sie unschuldig ist , und jeder weiß das .",Because she 's blameless ; everybody knows it .,"and it 's , .",6.32
298,8,Die arme Kreatur steht grundlos unter Verdacht .,The poor creature is just under suspicion for no cause .,the are the the .,3.22
299,21,"Stattdessen schaut er nach Dingen , die seine Frau , ohne es zu bemerken , tut , also unabsichtliches Verhalten .","But he 's looking for things that his wife is doing without noticing , unintentional behaviors .","so , he 's looking at what he 's doing .",9.62
300,13,Lächelt sie zu sehr oder stößt sie zufällig mit einem Mann zusammen ?,"Is she smiling too brightly here , or did she accidentally brush up against a man there ?","you you , by that ?",1.31
301,16,"[ Freud ] sagt , dass der Mann zum Hüter des Unterbewusstseins seiner Frau wird .",[ Freud ] says that the man is becoming the custodian of his wife 's unconscious .,he 's the the man says .,4.14
302,9,Der Roman ist sehr gut in diesem Punkt .,The novel is very good on this point .,this is the very good .,12.38
303,17,"Der Roman beschreibt sehr gut , wie Eifersucht uns schult intensiv , jedoch nicht genau hinzuschauen .",The novel is very good at describing how jealousy trains us to look with intensity but not accuracy .,"so , , , , , , , .",1.57
304,15,"Denn je eifersüchtiger wir sind , desto mehr zieht es uns zu Fantasien hin .","In fact , the more intensely jealous we are , the more we become residents of fantasy .",the we we the the is .,2.04
305,18,"Daher denke ich , dass Eifersucht uns nicht dazu bringt , gewalttätige oder illegale Dinge zu tun .","And this is why , I think , jealousy does n't just provoke us to do violent things or illegal things .",and i do n't think that 's to do .,3.18
306,10,"Eifersucht veranlasst uns dazu , sehr erfinderisch zu werden .",Jealousy prompts us to behave in ways that are wildly inventive .,"so , to be .",3.13
307,25,"Dabei denke ich an mich mit 8 Jahren , aber ich denke auch an die Geschichte , die ich in den Nachrichten gehört habe .","Now I 'm thinking of myself at eight , I concede , but I 'm also thinking of this story I heard on the news .",i i ' m thinking about the i i ' m thinking about .,1.7
308,29,"Eine 52-jährige Frau aus Michigan wurde festgenommen , weil sie von einem selbst erstellten falschen Facebook-Account ein Jahr lang anstößige , widerliche Nachrichten an sich selbst geschrieben hatte .","A 52-year - old Michigan woman was caught creating a fake Facebook account from which she sent vile , hideous messages to herself for a year .","she was a by a woman who was a by a , , by a .",1.77
309,5,Ein ganzes Jahr lang .,For a year . A year .,one year .,14.51
310,28,"Sie versuchte es der neuen Freundin ihres Ex-Freundes in die Schuhe zu schieben und ich gebe zu , als ich das hörte , reagierte ich mit Bewunderung .","And she was trying to frame her ex - boyfriend 's new girlfriend , and I have to confess when I heard this , I just reacted with admiration .","and i was to to the , and i was trying to stop it .",4.92
311,9,Weil ... Lassen Sie uns mal ehrlich sein .,"Because , I mean , let 's be real .",let 's be .,14.26
312,12,"Welch ungeheure , wenn auch deplatzierte , Kreativität . Stimmt 's ?","What immense , if misplaced , creativity . Right ?","what is it , is it ?",5.09
313,7,Das ist etwas aus einem Roman .,This is something from a novel .,something is something .,16.7
314,10,Das ist etwas aus einem Roman von Patricia Highsmith .,This is something from a Patricia Highsmith novel .,it 's something that 's,4.8
315,6,Highsmith ist eine meiner Lieblingsschriftstellerinnen .,Now Highsmith is a particular favorite of mine .,one is a .,10.13
316,11,Sie ist die brillanteste und seltsamste Frau der amerikanischen Literatur .,She is the very brilliant and bizarre woman of American letters .,the woman is the .,6.27
317,66,"Von ihr ist "" Zwei Fremde im Zug "" und "" Der talentierte Mr. Ripley "" , alles Bücher , die darüber handeln , wie Eifersucht – sie verwirrt unseren Geist , und sind wir einmal in der Sphäre , in diesem Reich der Eifersucht , in der Membran zwischen dem was ist und dem was sein könnte – in einem Moment durchbohrt werden kann .","She 's the author of "" Strangers on a Train "" and "" The Talented Mr. Ripley , "" books that are all about how jealousy , it muddles our minds , and once we 're in the sphere , in that realm of jealousy , the membrane between what is and what could be can be pierced in an instant .","so , the , of the , , the , of the , , the , of the , , and the , of the , , the is , and the is what you 're in .",2.26
318,9,"Nehmen wir Tom Ripley , ihre berühmteste Figur .","Take Tom Ripley , her most famous character .","so , , .",5.44
319,49,"Zuerst möchte Tom Ripley Sie sein und haben , was Sie haben , dann ist er Sie und hat , was Sie einst hatten , und Sie sind wie vom Erdboden verschwunden . Er reagiert auf Ihren Namen , er trägt Ihren Schmuck , er leert Ihr Bankkonto .","Now , Tom Ripley goes from wanting you or wanting what you have to being you and having what you once had , and you 're under the floorboards , he 's answering to your name , he 's wearing your rings , emptying your bank account .","and he 's , , and he 's , , and he 's , , and he 's , , and he 's , , and he 's .",2.75
320,5,Das ist eine Methode .,That 's one way to go .,that 's a .,8.97
321,16,Aber was sollen wir tun ? Wir können es nicht so wie Tom Ripley machen .,But what do we do ? We ca n't go the Tom Ripley route .,so what we do is we do n't ?,6.44
322,20,"Ich kann nicht der ganzen Welt Vierer geben , auch wenn ich es an manchen Tage gerne machen würde .","I ca n't give the world D 's , as much as I would really like to , some days .",i would like to do it in the world .,4.37
323,13,"Es ist eine Schande , denn wir leben in einer neidvollen Zeit .","And it 's a pity , because we live in envious times .",it 's a a .,8.63
324,9,"Wir leben in einer "" eifersuchts-anfälligen "" Zeit .",We live in jealous times .,we 're in a .,10.4
325,20,"Wir sind doch alle gute Bürger der sozialen Medien , bei denen die Währung Neid ist . Stimmt 's ?","I mean , we 're all good citizens of social media , are n't we , where the currency is envy ?","so , is the , of the , .",1.76
326,13,Zeigt uns der Roman den Ausweg ? Ich bin mir nicht sicher .,Does the novel show us a way out ? I 'm not sure .,i i the way i tell .,3.18
327,23,"Tun wir doch das , was Charaktere tun , wenn sie nicht sicher sind , wenn sie im Besitz eines Rätsels sind .","So let 's do what characters always do when they 're not sure , when they are in possession of a mystery .","if you 're not what you 're doing ,",2.39
328,12,Gehen wir zur 221B Baker Street und fragen nach Sherlock Holmes .,Let 's go to 221B Baker Street and ask for Sherlock Holmes .,we go to and we .,6.01
329,19,"Denken die Menschen an Holmes , denken sie an seine Nemesis als Professor Moriarty , dieser geniale Verbrecher .","When people think of Holmes , they think of his nemesis being Professor Moriarty , right , this criminal mastermind .","so , when you think about this , ,",1.88
330,35,"Aber ich mochte immer [ Inspector ] Lestrade , den Chef von Scotland Yard mit dem Gesicht einer Ratte , der Holmes dringend braucht , der Holmes Genie braucht , es ihm aber verübelt .","But I 've always preferred [ Inspector ] Lestrade , who is the rat - faced head of Scotland Yard who needs Holmes desperately , needs Holmes ' genius , but resents him .","so , the , of the , , the , , the , , the , , the .",1.44
331,6,Das ist mir so vertraut .,"Oh , it 's so familiar to me .",so this is .,5.44
332,19,"Lestrade braucht also seine Hilfe , verübelt es ihm und schäumt im Laufe der Geschichten sozusagen vor Verbitterung .","So Lestrade needs his help , resents him , and sort of seethes with bitterness over the course of the mysteries .","so , he was to , and in the .",3.18
333,49,"Aber als sie zusammenarbeiten , beginnt sich etwas zu ändern , und schließlich in "" Die sechs Napoleons "" als Holmes hereinkommt und alle mit seiner Lösung verblüfft , dreht sich Lestrade zu Holmes um und sagt : "" Wir sind nicht neidisch auf Sie , Mr. Holmes .","But as they work together , something starts to change , and finally in "" The Adventure of the Six Napoleons , "" once Holmes comes in , dazzles everybody with his solution , Lestrade turns to Holmes and he says , "" We 're not jealous of you , Mr. Holmes .","so , , , , , , , , , , , and , , , and , , , and , , , and , .",1.53
334,7,"Wir sind stolz auf Sie . ""","We 're proud of you . """,we are .,7.25
335,23,"Und er fügt hinzu , dass es keinen bei Scotland Yard geben würde , der Sherlock Holmes nicht die Hand schütteln wollte .",And he says that there 's not a man at Scotland Yard who would n't want to shake Sherlock Holmes ' hand .,"the , the would not be the the , .",1.51
336,32,"Das ist eines der wenigen Male , dass wir Holmes in seinen Geschichten gerührt sehen , und ich finde diese kleine Szene sehr bewegend , aber auch geheimnisvoll . Stimmt 's ?","It 's one of the few times we see Holmes moved in the mysteries , and I find it very moving , this little scene , but it 's also mysterious , right ?","so , i think , is , , and that 's what i think , is .",2.21
337,15,"Es scheint so , als sei Eifersucht kein emotionales , sondern ein physikalisches Problem .","It seems to treat jealousy as a problem of geometry , not emotion .",it 's not a problem that it 's .,6.51
338,12,In einem Moment liegt Holmes auf einer anderen Wellenlänge wie Lestrade .,"You know , one minute Holmes is on the other side from Lestrade .",a is a is a .,2.54
339,10,Und im nächsten Moment liegen sie auf einer Wellenlänge .,The next minute they 're on the same side .,you 're in the .,5.17
340,18,"Plötzlich lässt es Lestrade zu , dieses Genie zu bewundern , das er ihm vorher verübelt hat .","Suddenly , Lestrade is letting himself admire this mind that he 's resented .",he 's to to he 's to to .,6.05
341,7,Ist es denn wirklich so einfach ?,Could it be so simple though ?,so is it really ?,9.42
342,29,"Was wäre , wenn Eifersucht wirklich nur ein physikalisches Problem wäre ? Wenn es nur darum ginge , wie wir mit den anderen in Beziehung "" liegen "" ?","What if jealousy really is a matter of geometry , just a matter of where we allow ourselves to stand in relation to another ?","so what if we were , if we were , what ?",1.62
343,9,Vielleicht würden wir dann nicht jemandes Exzellenz übelnehmen .,"Well , maybe then we would n't have to resent somebody 's excellence .",we would n't know .,7.06
344,6,Wir könnten uns aneinander ausrichten .,We could align ourselves with it .,we could .,9.14
345,5,Aber ich mag Notfallpläne .,But I like contingency plans .,i love .,10.12
346,15,"Während wir darauf warten , haben wir ja immer noch die Literatur als Trost .","So while we wait for that to happen , let us remember that we have fiction for consolation .","so , we still , we still .",1.97
347,6,Literatur allein enträtselt die Eifersucht .,Fiction alone demystifies jealousy .,the was .,14.13
348,10,"Literatur allein kann sie zähmen , lädt sie ein .","Fiction alone domesticates it , invites it to the table .","you can , you can .",4.19
349,23,"Und wer da alles zusammenkommt : der gute Lestrade , der furchterregende Tom Ripley , der verrückte Swann , Marcel Proust selbst .","And look who it gathers : sweet Lestrade , terrifying Tom Ripley , crazy Swann , Marcel Proust himself .","so , the the , the , the , the .",2.34
350,7,Wir befinden uns in exzellenter Gesellschaft .,We are in excellent company .,we have .,10.12
351,3,Vielen Dank .,Thank you .,thank you .,55.03
352,26,"Ich war etwa 10 Jahre alt und auf einem Camping-Ausflug mit meinem Vater im Adirondack-Gebirge , einem Wildnisgebiet im nördlichen Teil des Staates New York .","I was about 10 years old on a camping trip with my dad in the Adirondack Mountains , a wilderness area in the northern part of New York State .","i was a to a in a , and i was in a .",1.47
353,6,Es war ein wunderschöner Tag .,It was a beautiful day .,it was a .,21.44
354,4,Der Wald funkelte .,The forest was sparkling .,the .,11.16
355,37,"Die Sonne ließ die Blätter wie gefärbtes Glas aussehen , und wenn da kein Pfad gewesen wäre , hätte man beinahe annehmen können , dass wir die ersten Menschen wären , die durch diesen Wald gehen .","The sun made the leaves glow like stained glass , and if it were n't for the path we were following , we could almost pretend we were the first human beings to ever walk that land .","so , the , would have been , , the would be the , , the the would be .",1.22
356,6,Wir kamen zu unserem Zeltplatz .,We got to our campsite .,we got to .,21.44
357,23,"Ich sah die kleine Hütte auf einer Klippe und blickte über einen kristallklaren , wunderschönen See , als mir etwas Schreckliches auffiel .","It was a lean - to on a bluff looking over a crystal , beautiful lake , when I discovered a horror .","i looked at a little , and i a little , .",2.02
358,21,"Hinter dem Dach war eine Müllkippe , vielleicht 4 Quadratmeter , mit Apfel-Kerngehäusen , zusammengeballter Aluminiumfolie und einem alten Turnschuh .","Behind the lean - to was a dump , maybe 40 feet square with rotting apple cores and balled - up aluminum foil , and a dead sneaker .","so , a was a , , , and a .",3.71
359,10,"Ich war erstaunt , ich war wütend und verwirrt .","And I was astonished , I was very angry , and I was deeply confused .",i was angry .,1.05
360,24,"Die Zeltenden waren zu faul , um wegzubringen , was sie hergebracht hatten – wer , dachten sie , würde nach ihnen aufräumen ?","The campers who were too lazy to take out what they had brought in , who did they think would clean up after them ?","what was they were , they were , they were , they were ?",2.03
361,9,Die Frage blieb mir und ich verallgemeinerte sie :,"That question stayed with me , and it simplified a little .",i i asked .,2.16
362,6,Wer räumt nach uns auf ?,Who cleans up after us ?,who 's ?,10.12
363,23,"Wie man es auch dreht oder wo das "" uns "" auch sein mag , wer räumt hinter uns in Istanbul auf ?","However you configure or wherever you place the us , who cleans up after us in Istanbul ?","so , how are you going to be , , """,2.36
364,15,Wer räumt hinter uns in Rio auf ? Oder in Paris oder in London ?,Who cleans up after us in Rio or in Paris or in London ?,what 's in in in ?,3.03
365,19,Hier in New York räumt die Stadtreinigung jeden Tag ungefähr 11.000 Tonnen Müll und 2000 Tonnen Recycling-Stoffe auf .,"Here in New York , the Department of Sanitation cleans up after us , to the tune of 11,000 tons of garbage and 2,000 tons of recyclables every day .",and 's 's the in the and .,0.53
366,8,Ich wollte sie kennenlernen – als Individuen .,I wanted to get to know them as individuals .,i was to .,4.24
367,9,"Ich wollte verstehen , wer den Job macht .",I wanted to understand who takes the job .,i wanted to do .,10.62
368,14,"Wie ist es , eine Uniform zu tragen und diese Bürde zu tragen ?",What 's it like to wear the uniform and bear that burden ?,what are you wearing to do ?,3.31
369,8,Also startete ich ein Forschungsprojekt mit ihnen .,So I started a research project with them .,i started with .,6.02
370,35,"Ich fuhr mit den Lastwagen , lief die Routen ab und interviewte Menschen in Büros und Anlagen in der ganzen Stadt . Ich lernte eine Menge , aber ich war immer noch ein Außenseiter .","I rode in the trucks and walked the routes and interviewed people in offices and facilities all over the city , and I learned a lot , but I was still an outsider .","i was a , i was , i was , and i was , and i was in the .",3.29
371,6,Ich musste noch tiefer gehen .,I needed to go deeper .,i go .,12.75
372,9,Also nahm ich einen Job als Reinigungskraft an .,So I took the job as a sanitation worker .,so i took a .,5.17
373,13,Ich fuhr nicht nur mit den Lastwagen . Ich fuhr die Lastwagen .,I did n't just ride in the trucks now . I drove the trucks .,i was just .,1.21
374,11,Und ich bediente die mechanischen Besen und pflügte den Schnee .,And I operated the mechanical brooms and I plowed the snow .,and the the and .,3.73
