id,src_len,source,reference,hypothesis,bleu
376,6,Jeder fragt nach dem Gestank .,Everyone asks about the smell .,everybody asks after .,11.52
377,31,"Er ist da , aber nicht so präsent , wie man denkt , und an Tagen , an denen es wirklich schlimm ist , gewöhnt man sich recht schnell daran .","It 's there , but it 's not as prevalent as you think , and on days when it is really bad , you get used to it rather quickly .","he 's there , but not as usual , you think , days days , it 's really bad , you 're really quickly .",22.35
378,9,An das Gewicht gewöhnt man sich nur schwer .,The weight takes a long time to get used to .,you use the weight .,3.83
379,35,"Ich kenne Menschen , die diesen Job mehrere Jahre machten . Deren Körper gewöhnten sich noch immer an das Gewicht , das sie ihrem Körper auferlegen , Tonnen von Müll jede Woche zu tragen .",I knew people who were several years on the job whose bodies were still adjusting to the burden of bearing on your body tons of trash every week .,"i know people who worked this job , whose whose are still still remember the weight that they 're in the body , tons tons of every week .",8.22
380,6,Dann ist da die Gefahr .,Then there 's the danger .,there 's the danger .,81.87
381,24,"Nach Statistiken des Arbeitsministeriums ist der Beruf in der Stadtreinigung unter den 10 gefährlichsten Jobs im Land . Und ich lernte , warum .","According to the Bureau of Labor Statistics , sanitation work is one of the 10 most dangerous occupations in the country , and I learned why .","after the of the is the public in the the dark , dark jobs . and i learned why .",8.26
382,12,"Man ist den ganzen Tag im Verkehr , alles saust vorbei .","You 're in and out of traffic all day , and it 's zooming around you .","you 're all traffic traffic , all over .",3.07
383,12,Alle wollen vorbei und häufig passen die Autofahrer nicht genug auf .,"It just wants to get past you , so it 's often the motorist is not paying attention .",everybody wants and and and the the not not .,2.41
384,8,Das ist wirklich schlecht für die Arbeiter .,That 's really bad for the worker .,it 's really bad for workers .,37.68
385,17,"Und der Müll selbst ist voll von Giften , die vom Müllwagen runterfallen und Schreckliches anrichten .",And then the garbage itself is full of hazards that often fly back out of the truck and do terrible harm .,and the trash itself is fully from by the original and . .,4.07
386,9,Ich lernte auch über die Unbarmherzigkeit des Mülls .,I also learned about the relentlessness of trash .,i learned also about the .,12.38
387,27,"Wenn man von der Bordsteinkante tritt und von der Rückseite des Müllwagens eine Stadt sieht , erkennt man , dass Müll wie eine Naturgewalt selbst ist .","When you step off the curb and you see a city from behind a truck , you come to understand that trash is like a force of nature unto itself .","if you read from the and and the the of the city sees a city , you see that it 's like a self itself .",5.9
388,8,"Er hört nicht auf , zu entstehen .",It never stops coming .,he keeps stop .,12.44
389,11,Er ist auch wie eine Art der Atmung oder Zirkulation .,It 's also like a form of respiration or circulation .,it 's also a kind of or or . .,9.99
390,7,Er muss immer in Bewegung sein .,It must always be in motion .,it has always be motion .,19.43
391,7,Und dann ist da das Stigma .,And then there 's the stigma .,and then that stigma .,15.85
392,66,"Man legt die Uniform an und wird unsichtbar , bis jemand – aus welchem Grund auch immer – wütend wird , weil man den Verkehr mit dem Wagen blockiert oder eine Pause zu nah an ihrer Wohnung macht , oder einen Kaffee in ihrem Lokal trinkt , und sie kommen und verhöhnen einen und sagen , dass sie einen nicht in ihrer Nähe haben wollen .","You put on the uniform , and you become invisible until someone is upset with you for whatever reason like you 've blocked traffic with your truck , or you 're taking a break too close to their home , or you 're drinking coffee in their diner , and they will come and scorn you , and tell you that they do n't want you anywhere near them .","you put the uniform and and , until someone -- whatever reason -- whatever -- because you 're you to traffic traffic with your car , or a a to a in your your , or a coffee in your local , and you 're and and and and say",6.02
393,33,"Ich finde dieses Stigma besonders ironisch , weil ich fest daran glaube , dass die Mitarbeiter der Stadtreinigung die wichtigste Arbeitskräfte auf den Straßen der Stadt sind . Das hat drei Gründe .","I find the stigma especially ironic , because I strongly believe that sanitation workers are the most important labor force on the streets of the city , for three reasons .","i think this very special very interesting , because i believe that the employees of the most popular women on the streets of the city .",20.41
394,8,Sie sind die Wächter der öffentlichen Gesundheit .,They are the first guardians of public health .,they are the public health health .,16.33
395,32,"Wenn sie nicht den Müll entfernten , jeden Tag effizient und effektiv , würde er aus den Behältern quillen und die damit verbundenen Gefahren würden uns bedrohen auf sehr realem Wege .","If they 're not taking away trash efficiently and effectively every day , it starts to spill out of its containments , and the dangers inherent to it threaten us in very real ways .","if you 're n't cut the trash , every day , and , , he would get rid of the and and the the that we were very much to .",6.73
396,19,"Krankheiten , die wir seit Jahrzehnten und Jahrhunderten unter Kontrolle hatten , würden sich ausbreiten und uns schaden .",Diseases we 've had in check for decades and centuries burst forth again and start to harm us .,"diseases diseases we had been working for decades and centuries under control , they would and us .",16.74
397,5,Die Wirtschaft braucht sie .,The economy needs them .,the economy needs .,27.53
398,32,"Wenn wir den alten Kram nicht wegwerfen können , haben wir keinen Platz für den neuen . Die Motoren der Wirtschaft fangen an zu stottern , wenn der Konsum ausgebremst ist .","If we ca n't throw out the old stuff , we have no room for the new stuff , so then the engines of the economy start to sputter when consumption is compromised .","if we ca n't get the old old , we have no place for the new . the motors to the the when the consumption is .",15.49
399,14,"Ich bewerbe nicht den Kapitalismus , ich weise nur auf die Wechselbeziehung hin .","I 'm not advocating capitalism , I 'm just pointing out their relationship .",i do n't agree capitalism i just in the .,3.7
400,17,"Und dann ist da das , was ich unsere durchschnittliche , nötige , alltägliche Geschwindigkeit nenne .","And then there 's what I call our average , necessary quotidian velocity .","and then that is what i look at average , , , speed speed .",6.61
401,14,"Damit meine ich nur , wie schnell wir an Bewegung heutzutage gewöhnt sind .",By that I simply mean how fast we 're used to moving in the contemporary day and age .,that 's how i how fast we are .,6.64
402,23,"Wir kümmern uns nicht darum , unseren Kaffeebecher , unsere Tasche oder unsere Wasserflasche zu reparieren , zu reinigen , oder herumzutragen .","We usually do n't care for , repair , clean , carry around our coffee cup , our shopping bag , our bottle of water .","we do n't care about our our our our our our our or our our , or to , or .",7.01
403,29,"Wir nehmen sie , werfen sie weg , vergessen sie , weil wir wissen , dass es Leute auf der anderen Seite gibt , die sich darum kümmern .","We use them , we throw them out , we forget about them , because we know there 's a workforce on the other side that 's going to take it all away .","we take them , throw throw , forget , forget , because we know people people on the other side that care about .",20.0
404,41,"Daher will ich heute einige Wege vorschlagen , wie wir über Stadtreinigung denken können , um das Stigma zu verbessern und sie in diese Unterhaltung zu bringen , wie man eine Stadt schaffen kann , die nachhaltig und human ist .",So I want to suggest today a couple of ways to think about sanitation that will perhaps help ameliorate the stigma and bring them into this conversation of how to craft a city that is sustainable and humane .,"so so i want to explore today today how ways we think about think about the stigma and and them into those entertainment how how to create a city , and sustainable and",7.61
405,11,"Ihre Arbeit , so denke ich , ist irgendwie liturgisch .","Their work , I think , is kind of liturgical .","work , i think kind of",10.55
406,9,"Sie sehen die Straßen jeden Tag , regelmäßig .","They 're on the streets every day , rhythmically .",you see the streets every day .,28.32
407,7,Sie tragen in vielen Städten Uniformen .,They wear a uniform in many cities .,they carry in many cities .,36.41
408,9,"Man weiß , wann man sie erwarten kann .",You know when to expect them .,you know when you expect them .,30.74
409,8,Und ihre Arbeit lässt uns unsere tun .,And their work lets us do our work .,and your work makes us ours .,6.5
410,6,Sie sind wie eine Rückversicherung .,They are almost a form of reassurance .,they 're like a . .,6.92
411,32,"Der Ablauf , den sie aufrechterhalten , hält uns sicher vor uns selbst , vor unseren Absonderungen , dem Abgestoßenen und dieser Ablauf muss immer aufrechterhalten werden , um jeden Preis .","The flow that they maintain keeps us safe from ourselves , from our own dross , our cast - offs , and that flow must be maintained always no matter what .","the the that you you , holding us us ourselves before us before our , , and the and and must must be be to .",4.18
412,45,"Am Tage nach dem 11 . September 2001 hörte ich den Donner eines Müllwagens auf der Straße , griff meinen kleinen Sohn und rannte die Treppen herunter und dort war ein Mann , der seine Papier-Recycling-Route fuhr , wie er es jeden Mittwoch tut .","On the day after September 11 in 2001 , I heard the growl of a sanitation truck on the street , and I grabbed my infant son and I ran downstairs and there was a man doing his paper recycling route like he did every Wednesday .","on the 11th 9/11 , 2001 , i was a a of on the street , my little son and ran the the and and there was a man who his his his .",15.95
413,23,"Und ich versuchte , ihm für seine Arbeit zu danken – an diesem Tag aller Tage , aber ich begann zu weinen .","And I tried to thank him for doing his work on that day of all days , but I started to cry .","and i tried to work him his work -- day day day , but i started crying .",6.4
414,18,"Und er schaute mich an und nickte nur und sagte : "" Alles wird gut . "" ––","And he looked at me , and he just nodded , and he said , "" We 're going to be okay .","and he looked at me and and just said , "" everything 's going . """,17.12
415,6,""" Alles wird gut . ""","We 're going to be okay . ""","everything will fine . """,11.73
416,14,Erst später begann ich meine Nachforschungen über Stadtreinigung und traf den Mann wieder .,"It was a little while later that I started my research with sanitation , and I met that man again .",and later later later i started my research over and and met .,7.68
417,16,Sein Name ist Paulie und wir arbeiteten oft zusammen ; schließlich wurden wir gute Freunde .,"His name is Paulie , and we worked together many times , and we became good friends .",his name is angry and we together together ; eventually we got good friends .,12.53
418,9,"Ich wollte glauben , dass Paulie recht hatte .",I want to believe that Paulie was right .,i wanted to believe that was right .,30.51
419,4,Alles wird gut .,We are going to be okay .,everything gets good .,7.55
420,35,"Aber in unseren Bemühungen , die Art zu ändern , wie wir auf diesem Planet als Spezies existieren , müssen wir auch all die Kosten beachten , inklusive der sehr menschlichen Kosten der Arbeit .","But in our effort to reconfigure how we as a species exist on this planet , we must include and take account of all the costs , including the very real human cost of the labor .","but in our efforts , the way we we on planet planet species , we have to to to all the cost , including the cost of the .",9.25
421,89,"Und wir müssten informiert sein , um die Menschen zu erreichen , die diese Arbeit tun , ihre Erfahrung sammeln , wie wir darüber denken , wie wir Systeme um Nachhaltigkeit entwickeln können , die uns von Straßenrand-Recycling lösen , was ein bemerkenswerter Erfolg der letzten 40 Jahre ist , über die Vereinigten Staaten von Amerika und Länder dieser Welt , und uns an einen Horizont bringen , an dem wir auf andere Arten von Müll blicken , die verringert werden können durch die Produktion und industrielle Quellen .","And we also would be well informed to reach out to the people who do that work and get their expertise on how do we think about , how do we create systems around sustainability that perhaps take us from curbside recycling , which is a remarkable success across 40 years , across the United States and countries around the world , and lift us up to a broader horizon where we 're looking at other forms of waste that could be lessened from manufacturing and industrial sources .","and we would be to to to people people who do that work , their experience , how we think about how we can develop systems systems , we can understand what we have to understand what is a positive last of the last 40 years of america and the",6.72
422,21,"Städtischer Müll , woran wir denken , wenn wir über Müll reden , macht drei Prozent des nationalen Abfallstroms aus .","Municipal waste , what we think of when we talk about garbage , accounts for three percent of the nation 's waste stream .","philanthropy , we think about when we talk about garbage , power three percent of the national . .",32.64
423,6,Es ist eine bemerkenswerte Statistik .,It 's a remarkable statistic .,it 's a remarkable statistic .,75.98
424,37,"In Ihrem Alltag , im Ablauf Ihrer Leben , wenn Sie das nächste Mal jemanden sehen , dessen Job es ist , hinter Ihnen sauber zu machen , nehmen Sie einen Moment Zeit , sie wahrzunehmen .","So in the flow of your days , in the flow of your lives , next time you see someone whose job is to clean up after you , take a moment to acknowledge them .","in your life , in your life , if you see the next time you see , job job is to take behind you , take a moment time .",22.27
425,10,"Nehmen Sie sich einen Moment , sich zu bedanken .",Take a moment to say thank you .,"take a moment , too .",12.87
426,6,"Hallo TEDWomen , was geht ?","Hello , TEDWomen , what 's up .",hello everyone what what ?,5.86
427,4,Das reicht nicht .,Not good enough .,that 's not enough .,21.36
428,6,"Hallo TEDWomen , was geht ?","Hello , TEDWomen , what is up ?",hello everyone what what ?,6.97
429,19,"Mein Name ist Maysoon Zayid und ich bin nicht betrunken , aber der Arzt bei meiner Geburt schon .","My name is Maysoon Zayid , and I am not drunk , but the doctor who delivered me was .","my name is my and and i ' m drunk , but the doctor 's birth .",21.98
430,20,Er schnitt meine Mutter sechs Mal in sechs verschiedene Richtungen und schnürte mir armen Kleinen dabei die Luft ab .,"He cut my mom six different times in six different directions , suffocating poor little me in the process .",he took my mother six six six different directions and and i little bit little bit .,8.82
431,16,"Darum habe ich infantile Zerebralparese , was bedeutet , dass ich die ganze Zeit zappele .","As a result , I have cerebral palsy , which means I shake all the time .","so i got my , , which means i i all the time .",21.46
432,3,Schaut mal .,Look .,look .,50.0
433,16,"Es ist anstrengend . Ich bin eine Kreuzung aus Shakira , Shakira und Muhammad Ali .","It 's exhausting . I 'm like Shakira , Shakira meets Muhammad Ali .",it 's . . i am a fourth of entrepreneur and and .,3.76
434,5,Zerebralparese ist nicht genetisch .,C.P. is not genetic .,self is not genetically .,12.98
435,11,Sie ist kein Geburtsfehler . Man kann sie nicht kriegen .,It 's not a birth defect . You ca n't catch it .,it 's not a . you ca n't .,16.09
436,27,"Niemand hat die Gebärmutter meiner Mutter verhext , und ich habe es nicht bekommen , weil meine Eltern Cousins ersten Grades sind , was sie sind .","No one put a curse on my mother 's uterus , and I did n't get it because my parents are first cousins , which they are .","nobody 's the the mother mother mother , and i did n't get because my parents are first first .",18.86
437,17,"Man bekommt sie nur durch Unfälle , wie der , der am Tag meiner Geburt geschah .","It only happens from accidents , like what happened to me on my birth day .","you get you just like accidents , the one day of my day .",7.71
438,39,"Ich muss euch warnen . Ich bin keine Quelle der Inspiration und ich möchte nicht , dass irgendjemand hier mit mir Mitleid hat , denn ihr alle habt an einem Punkt in eurem Leben schon vom Behindertsein geträumt .","Now , I must warn you , I 'm not inspirational , and I do n't want anyone in this room to feel bad for me , because at some point in your life , you have dreamt of being disabled .",i have to warn . i ' m not a source of inspiration and i do n't want anybody to anyone here because because everyone has all a in in a life in,4.76
439,5,Kommt mal kurz mit .,Come on a journey with me .,come a short .,8.97
440,22,Es ist kurz vor Weihnachten im Einkaufszentrum . Ihr dreht Kreise auf der Suche nach einem Parkplatz und was seht ihr ?,"It 's Christmas Eve , you 're at the mall , you 're driving around in circles looking for parking , and what do you see ?",it 's just in christmas . your land is looking for a and and what you see ?,7.59
441,4,Sechzehn leere Behindertenparkplätze .,Sixteen empty handicapped spaces .,they eat .,14.13
442,16,"Und ihr denkt : "" Wieso kann ich nicht ein kleines bisschen behindert sein ? ""","And you 're like , "" God , ca n't I just be a little disabled ? ""","and you think , "" why ca n't be a little little ? """,13.5
443,17,Ich muss euch auch sagen : Ich hab 99 Probleme und Zerebralparese ist nur eins davon .,"Also , I got ta tell you , I got 99 problems , and palsy is just one .",i have to tell you : i have 99 problems and it 's one one .,7.3
444,13,"Wenn es eine Olympiade der Unterdrückung gäbe , bekäme ich eine Goldmedaille .","If there was an Oppression Olympics , I would win the gold medal .","if there was an ad of oppression , i got a .",12.12
445,16,"Ich bin Palästinenserin , Muslima , weiblich , behindert und ich lebe in New Jersey .","I 'm Palestinian , Muslim , I 'm female , I 'm disabled , and I live in New Jersey .","i am , , , , , , and i live in new jersey .",5.93
446,14,"Wenn ihr euch jetzt nicht besser fühlt , dann weiß ich auch nicht .","If you do n't feel better about yourself , maybe you should .","now you you n't better better , i do n't know .",8.52
447,9,Cliffside Park in New Jersey ist meine Heimatstadt .,"Cliffside Park , New Jersey is my hometown .","in park in new jersey , my hometown .",19.07
448,16,"Ich liebe die Tatsache , dass mein Gebrechen und mein Wohnort die gleichen Initialen haben .",I have always loved the fact that my hood and my affliction share the same initials .,i love the fact that my my and my my same same .,18.17
449,22,"Ebenso liebe ich die Tatsache , dass ich von meinem Haus nach New York City laufen könnte , wenn ich wollte .","I also love the fact that if I wanted to walk from my house to New York City , I could .","i love the fact that i moved from my home to new york city , i wanted to .",15.84
450,19,"Viele Leute mit CP laufen nicht , aber meine Eltern glaubten nicht an ein "" kann nicht "" .","A lot of people with C.P. do n't walk , but my parents did n't believe in "" ca n't . ""","a lot of people ca n't walk , but my parents ca n't not read a .",24.89
451,18,"Das Mantra meines Vaters war : "" Ja , du kannst das ! Du kannst können . ""","My father 's mantra was , "" You can do it , yes you can can . ""","the mantra of my father , "" you can . can can . """,19.09
452,12,"Wenn also meine drei älteren Schwestern wischten , wischte ich mit .","So , if my three older sisters were mopping , I was mopping .","so my my three three sisters sisters , i .",7.07
453,40,"Wenn meine drei älteren Schwestern auf eine öffentliche Schule gingen , verklagten meine Eltern das Schulsystem , damit ich auch hingehen konnte , und wenn wir nicht alle Einser kriegten , kriegten wir alle den Pantoffel meiner Mutter übergebraten .","If my three older sisters went to public school , my parents would sue the school system and guarantee that I went too , and if we did n't all get A 's , we all got my mother 's slipper .","when my three three sisters sisters three to a public school , my parents were doing , i could go , and if we were not against the , we all the the of my mother .",19.53
454,25,"Mein Vater brachte mir das Laufen bei , als ich fünf war , indem er meine Fersen auf seine Füße platzierte und einfach herumlief .",My father taught me how to walk when I was five years old by placing my heels on his feet and just walking .,my father was me running when i was five by my his his feet by his feet and just . .,13.94
455,20,"Eine weitere seiner Taktiken war , eine Dollarnote vor meiner Nase baumeln zu lassen , damit ich sie fange .",Another tactic that he used is he would dangle a dollar bill in front of me and have me chase it .,another another of his was to be a to of my nose to so .,2.17
456,32,"Meine innere Stripperin war sehr stark , und als -- Ja . Also , am ersten Tag im Kindergarten lief ich wie ein Champion , der einen zu viel abbekommen hatte .","My inner stripper was very strong , and by -- Yeah . No , by the first day of kindergarten , I was walking like a champ who had been punched one too many times .","my inner was was very strong , and as -- yeah . so the first day in the , i was like a a that was a too much .",15.97
457,15,Damals gab es nur sechs Araber in meiner Stadt und alle waren meine Familie .,"Growing up , there were only six Arabs in my town , and they were all my family .",there were only six and my my and my family .,17.46
458,18,"Heute haben wir 20 Araber in der Stadt , und sie sind immer noch alle meine Familie .","Now there are 20 Arabs in town , and they are still all my family .","we have 20 20 in the city , and they 're still my my family .",16.94
459,14,"Ich glaube , keiner hat je gemerkt , dass wir keine Italiener sind .",I do n't think anyone even noticed we were n't Italian .,i think none has ever heard that we are .,4.52
460,26,"Das war vor dem 11 . September , und bevor Politiker es für angebracht hielten , "" Ich hasse Moslems "" als Wahlkampfmotto zu verwenden .","This was before 9/11 and before politicians thought it was appropriate to use "" I hate Moslems "" as a campaign slogan .","that was before 9/11 , before politicians politicians for the , i i use to use as a .",20.12
461,15,"Die Leute , mit denen ich aufwuchs , hatten kein Problem mit meinem Glauben .",The people that I grew up with had no problem with my faith .,people who i grew up with no problem with my faith .,46.15
462,14,"Sie waren aber durchaus besorgt , dass ich zu Ramadan vielleicht verhungern könnte .","They did , however , seem very concerned that I would starve to death during Ramadan .",but they were worried worried i could be .,1.96
463,25,"Ich erklärte ihnen , dass ich von meinem Körperfett drei ganze Monate leben könne , also war Fasten von Sonnenaufgang bis -untergang ein Kinderspiel .","I would explain to them that I have enough fat to live off of for three whole months , so fasting from sunrise to sunset is a piece of cake .","i explained that i was three from my three months three months , so was was from by until until a .",5.46
464,6,Ich habe am Broadway gesteppt .,I have tap - danced on Broadway .,i met on a . .,6.92
465,8,"Ja , am Broadway . Total verrückt .","Yeah , on Broadway . It 's crazy .","yes , the . . crazy crazy .",11.59
466,15,"Meine Eltern konnten sich keine Physiotherapie leisten , also schickten sie mich zur Tanzschule .","My parents could n't afford physical therapy , so they sent me to dancing school .",my parents could afford afford so they sent me me .,19.03
467,16,"Ich lernte , wie man auf Absätzen tanzt , also kann ich auf Absätzen laufen .","I learned how to dance in heels , which means I can walk in heels .","i learned how to dance , so i can run on .",17.47
468,27,"Und ich bin aus Jersey , wo es wirklich wichtig ist , chic zu sein , also wenn meine Freundinnen Absätze trugen , dann ich auch .","And I 'm from Jersey , and we are really concerned with being chic , so if my friends wore heels , so did I.","and i ' m from where where it really is important to be so when when my my husband , , i also .",2.43
469,17,"Und wenn meine Freunde ihre Sommerferien an der Küste von Jersey verbrachten , dann ich nicht .","And when my friends went and spent their summer vacations on the Jersey Shore , I did not .","and when my friends friends the shore shore , , i did n't .",9.45
470,33,"Ich verbrachte meine Sommer in einem Kriegsgebiet , weil meine Eltern Angst hatten , dass wir , wenn wir nicht jeden einzelnen Sommer nach Palästina zurückgehen , eines Tages wie Madonna werden .","I spent my summers in a war zone , because my parents were afraid that if we did n't go back to Palestine every single summer , we 'd grow up to be Madonna .","i spent my summer in a , because my parents were afraid , if we were n't every every single summer to summer , day day .",21.84
471,53,"Die Sommerferien bestanden oft daraus , dass mein Vater mich heilen wollte , also trank ich Milch von Hirschkühen , wurde geschröpft , wurde ins Tote Meer getunkt , und ich weiß noch , wie das Wasser in den Augen brannte und ich dachte : "" Es funktioniert ! Es funktioniert ! ""","Summer vacations often consisted of my father trying to heal me , so I drank deer 's milk , I had hot cups on my back , I was dunked in the Dead Sea , and I remember the water burning my eyes and thinking , "" It 's working ! It 's working ! ""","the the often that that my dad me me , so i was milk , , , , dead , , and i still remember the water in the eyes , and i thought , "" it ! ! """,6.61
472,8,Aber eine Wunderkur fanden wir : Yoga .,But one miracle cure we did find was yoga .,but one more we found .,5.48
473,28,"Ich muss sagen , es ist echt langweilig , aber bevor ich Yoga machte , war ich ein Stand-up Comedian , der noch nicht mal stehen kann .","I have to tell you , it 's very boring , but before I did yoga , I was a stand - up comedian who ca n't stand up .","i must say it 's really boring , but before i started , i was a a that that still even .",10.74
474,9,Jetzt kann ich auch auf dem Kopf stehen .,And now I can stand on my head .,now i can stand on my head .,62.4
475,37,"Meine Eltern bläuten mir immer ein , dass ich zu allem in der Lage wäre , dass kein Traum unmöglich war , und mein Traum war es , bei der Seifenoper "" General Hospital "" mitzuspielen .","My parents reinforced this notion that I could do anything , that no dream was impossible , and my dream was to be on the daytime soap opera "" General Hospital . ""","my parents always always always that i was able to be able to be that was was not a dream , and my dream was , the general general .",14.63
476,25,"Aufgrund der Förderung von Minderheiten bekam ich ein tolles Stipendium an der ASU , der Arizona State University , weil ich jede Minderheit vertrat .","I went to college during affirmative action and got a sweet scholarship to ASU , Arizona State University , because I fit every single quota .","the local of leadership got me a great scholarship on the west , , state university , because every every .",4.05
477,8,Ich war quasi das Hausäffchen der Schauspielfakultät .,I was like the pet lemur of the theater department .,i was the moral of .,4.99
478,4,Alle liebten mich .,Everybody loved me .,everybody loved me .,59.46
479,24,"Ich erledigte alle Hausaufgaben der nicht so cleveren Kinder , bekam in all meinen Kursen Einser , bekam in all ihren Kursen Einser .","I did all the less - than - intelligent kids ' homework , I got A 's in all of my classes , A 's in all of their classes .","i did n't just homework the the kids , all my my my , , in in their .",2.0
480,18,"Jedes Mal , wenn ich eine Szene aus "" Die Glasmenagerie "" spielte , schluchzten meine Lehrer .","Every time I did a scene from "" The Glass Menagerie , "" my professors would weep .","every time i i from the , "" the , , teachers .",5.29
481,7,Aber ich bekam nie eine Rolle .,But I never got cast .,but never never .,11.52
482,21,"In meinem Abschlussjahr plante die ASU schließlich ein Stück mit dem Titel "" Sie tanzen in Jackson echt langsam "" .","Finally , my senior year , ASU decided to do a show called "" They Dance Real Slow in Jackson . ""","in my , , the the eventually came to read her "" she was in in . . """,4.89
483,8,Ein Stück über ein Mädchen mit CP .,It 's a play about a girl with C.P.,a piece about a girl .,12.63
484,7,Ich war ein Mädchen mit CP .,I was a girl with C.P.,i was a girl .,19.2
485,12,"Also jubelte ich überall : "" Endlich bekomme ich eine Rolle !","So I start shouting from the rooftops , "" I 'm finally going to get a part !","so i went everywhere , i get a role .",4.17
486,4,Ich habe Zerebralparese !,I have cerebral palsy !,i have a !,14.79
487,6,Endlich frei ! Endlich frei !,Free at last ! Free at last !,finally ! finally !,6.99
488,10,"Gott sei Dank , ich bin endlich frei ! ""","Thank God almighty , I 'm free at last ! ""","thank you , i am finally free ! """,9.08
489,6,Ich bekam die Rolle nicht .,I did n't get the part .,i did n't .,16.7
490,6,Sherry Brown bekam die Rolle .,Sherry Brown got the part .,business brown got the role .,17.97
491,38,"Ich raste zur Leiterin der Schauspielfakultät , ich weinte hysterisch , als hätte jemand meine Katze erschossen , und fragte sie warum . Sie sagte mir , sie befürchteten , dass ich die Stunts nicht hinkriegen würde .","I went racing to the head of the theater department crying hysterically , like someone shot my cat , to ask her why , and she said it was because they did n't think I could do the stunts .","i was the the of of , i cried , when someone had my my cat , and she asked why she told me she she was n't .",6.93
492,23,"Ich sagte : "" Entschuldigung , aber wenn ich die Stunts nicht kann , dann kann der Charakter sie auch nicht . ""","I said , "" Excuse me , if I ca n't do the stunts , neither can the character . ""","i said , "" sorry , but if i ca n't do the the , it 's not . """,20.15
493,16,Ich wurde regelrecht für diese Rolle geboren und sie gaben sie einer Schauspielerin ohne CP .,"This was a part that I was literally born to play and they gave it , they gave it to a non - palsy actress .",i was born for this role and they gave them without without . .,5.33
494,6,Die Uni imitierte das Leben .,College was imitating life .,the life life .,24.88
495,14,"Hollywood ist erbärmlicherweise bekannt dafür , körperlich gesunde Schauspieler Behinderte spielen zu lassen .",Hollywood has a sordid history of casting able - bodied actors to play disabled onscreen .,hollywood is very unusual to physically physically physically .,2.6
496,19,Nach dem Abschluss zog ich wieder nach Hause . Meine erste Rolle war als Statistin in einer Seifenoper .,"Upon graduating , I moved back home , and my first acting gig was as an extra on a daytime soap opera .","after i moved back home , my first role was a in in a .",12.7
497,5,Mein Traum wurde wahr .,My dream was coming true .,my dream became true .,19.36
498,20,"Und ich wusste , dass ich bald vom "" Restaurantgast "" zu "" verrückter bester Freundin "" aufsteigen würde .","And I knew that I would be promoted from "" diner diner "" to "" wacky best friend "" in no time .","and i knew i was going to be the "" "" "" to "" . """,7.51
499,31,"Aber stattdessen blieb ich ein glorifiziertes Möbelstück , das nur am Hinterkopf erkennbar war , und mir wurde bewusst , dass Casting-Direktoren keine locker-flockigen , ethnischen , behinderten Schauspieler einstellten .","But instead , I remained a glorified piece of furniture that you could only recognize from the back of my head , and it became clear to me that casting directors did n't hire fluffy , ethnic , disabled actors .","but instead , i was a single school that was just the nervous , and realized that that no heart attack , ethnic , an actor .",5.17
500,7,Sie stellten nur perfekte Leute ein .,They only hired perfect people .,they were just perfect people .,30.21
501,7,Aber Ausnahmen bestätigen ja die Regel .,But there were exceptions to the rule .,but some simple rule .,11.73
502,24,"Ich wuchs mit Whoopi Goldberg , Roseanne Barr und Ellen auf , und all diese Frauen hatten eines gemeinsam : Sie waren Komikerinnen .","I grew up watching Whoopi Goldberg , Roseanne Barr , Ellen , and all of these women had one thing in common : they were comedians .","i grew up with the , and both and and , and all these women had one common : they were . .",23.72
503,5,Also wurde ich Komikerin .,So I became a comic .,so i became . .,10.4
504,58,"Mein erster Job war es , berühmte Komiker aus New York City zu Shows in New Jersey zu fahren und ich werde nie das Gesicht des ersten Komikers , den ich je fuhr , vergessen , als ihm klar wurde , dass er auf der Straße nach New Jersey mit einem Mädel mit CP als Fahrerin raste .","My first gig was driving famous comics from New York City to shows in New Jersey , and I 'll never forget the face of the first comic I ever drove when he realized that he was speeding down the New Jersey Turnpike with a chick with C.P. driving him .","my first job was was to famous famous york city in new york city , and i never never the the of the first ever forget when i realized when he was in the new york jersey with a with a .",5.35
505,25,"Ich bin in Clubs überall in den USA aufgetreten , ich habe auch Shows im Nahen Osten auf Arabisch gemacht , unzensiert und unverhüllt .","I 've performed in clubs all over America , and I 've also performed in Arabic in the Middle East , uncensored and uncovered .","i ' m in in the u.s , i i found across the middle east in arabic , and and .",5.23
506,14,"Einige Leute sagen , ich bin die erste Komikerin in der arabischen Welt .",Some people say I 'm the first stand - up comic in the Arab world .,some people say i ' m the first major in in arab arab .,7.71
507,37,"Ich nenne mich nicht gern die erste , aber ich weiß , dass sie noch nie von dem bösen kleinen Gerücht gehört haben , dass Frauen nicht witzig sind , und sie finden uns schreiend komisch .","I never like to claim first , but I do know that they never heard that nasty little rumor that women are n't funny , and they find us hysterical .","i do n't like the first , but i know you never heard of the bad little baby that women women are n't stupid , and they 're us .",13.02
508,31,"2003 begannen mein Bruder von einer anderen Mutter und Vater , Dean Obeidallah , und ich mit dem New Yorker Arabisch- Amerikanischen Comedy-Festival , das jetzt schon sein 10-Jähriges feiert .","In 2003 , my brother from another mother and father Dean Obeidallah and I started the New York Arab - American Comedy Festival , now in its 10th year .","2003 , my brother mother a mother mother and father , dean , and i with the new york american american now that now now 's now .",12.88
